pid|creator_email|project_name|tag|project_date|day_of_week|start_time|end_time|curr_capacity|goal_capacity|city|state|description,,
"|""""|velit|vestibulum","|10/05/2017|saturday|17|16|0|25|Baltimore|MD|""""",
"|""""|lectus.|Sed|12/22/2018|friday|16|11|0|5|Springfield|IL|""""",,
"|""""|at|Duis|12/03/2016|wednesday|8|16|0|50|Bellevue|WA|""""",,
"|""""|ligula|auctor|07/24/2017|sunday|8|17|0|10|Los Angeles|CA|""""",,
"|""""|Praesent|Sed|04/25/2018|tuesday|10|18|0|50|Augusta|ME|""""",,
"|""""|sit|nulla.|03/11/2016|sunday|8|20|0|50|Glendale|AZ|""""",,
"|""""|tellus",|dui,"|03/24/2016|sunday|11|10|0|50|Davenport|IA|"""""
"|""""|Nunc|massa|08/02/2017|friday|18|11|0|50|Jonesboro|AR|""""",,
"|""""|dignissim|dui.|03/22/2017|monday|15|22|0|10|Cincinnati|OH|""""",,
"|""""|nibh|arcu.|09/26/2017|saturday|8|21|0|5|Bangor|ME|""""",,
"|""""|id","|sollicitudin|01/12/2017|sunday|13|19|0|10|Augusta|ME|""""",
"|""""|arcu.|tellus.|07/31/2018|friday|14|14|0|25|Lakewood|CO|""""",,
"|""""|et|Mauris|02/12/2018|wednesday|8|11|0|50|Bloomington|MN|""""",,
"|""""|Sed|libero|08/11/2018|sunday|12|9|0|5|Sterling Heights|MI|""""",,
"|""""|pede","|Cras|03/13/2016|sunday|16|22|0|10|Chandler|AZ|""""",
"|""""|tristique|Aliquam|12/27/2017|saturday|10|21|0|25|Hilo|HI|""""",,
"|""""|feugiat.|eget|06/26/2016|friday|18|11|0|50|Burlington|VT|""""",,
"|""""|vulputate","|mauris|01/14/2019|thursday|20|15|0|50|Newport News|VA|""""",
"|""""|Donec|non","|06/25/2018|monday|8|9|0|5|Idaho Falls|ID|""""",
"|""""|iaculis|in|05/20/2016|friday|14|21|0|25|Colorado Springs|CO|""""",,
"|""""|egestas.|non","|09/26/2016|friday|18|9|0|10|Philadelphia|PA|""""",
"|""""|urna.|Praesent|09/21/2018|saturday|18|17|0|25|College|AK|""""",,
"|""""|nostra","|tellus.|03/01/2017|saturday|14|22|0|10|Lawton|OK|""""",
"|""""|ultrices|lacinia|10/19/2017|friday|17|12|0|25|Kenosha|WI|""""",,
"|""""|eros|egestas|07/01/2018|friday|16|14|0|10|Helena|MT|""""",,
"|""""|a","|eros|04/21/2016|saturday|15|11|0|10|Saint Paul|MN|""""",
"|""""|Curabitur|cursus|05/19/2016|friday|12|9|0|50|Columbia|MD|""""",,
"|""""|at|velit.|01/10/2016|monday|17|17|0|5|Anchorage|AK|""""",,
"|""""|mattis|eleifend|09/03/2017|thursday|20|9|0|50|Saint Paul|MN|""""",,
"|""""|ac|auctor|02/09/2017|friday|10|18|0|25|New Orleans|LA|""""",,
"|""""|Aenean|ornare|07/03/2017|monday|20|18|0|10|Kailua|HI|""""",,
"|""""|natoque|ante.|01/20/2019|monday|8|19|0|50|Essex|VT|""""",,
"|""""|vitae|velit.|06/09/2016|monday|13|20|0|10|San Diego|CA|""""",,
"|""""|nunc|sed","|09/26/2017|tuesday|20|15|0|50|Chicago|IL|""""",
"|""""|Quisque|non|10/18/2016|monday|18|10|0|50|Omaha|NE|""""",,
"|""""|sed|commodo|03/27/2017|monday|10|12|0|50|Juneau|AK|""""",,
"|""""|Donec|dictum|11/10/2017|saturday|19|14|0|10|Cambridge|MA|""""",,
"|""""|dapibus|Phasellus|03/05/2018|thursday|18|11|0|10|New Haven|CT|""""",,
"|""""|mattis|a|12/05/2017|monday|18|21|0|5|Ketchikan|AK|""""",,
"|""""|a","|eu|06/12/2017|saturday|11|9|0|50|Frankfort|KY|""""",
"|""""|ornare|purus.|12/27/2017|wednesday|8|22|0|25|Butte|MT|""""",,
"|""""|Curabitur|varius|08/17/2018|sunday|13|21|0|5|Georgia|GA|""""",,
"|""""|ultrices|ipsum|10/17/2016|wednesday|8|17|0|10|Oklahoma City|OK|""""",,
"|""""|pharetra","|sodales|10/17/2018|wednesday|13|12|0|50|Sacramento|CA|""""",
"|""""|magna.|lectus|12/01/2017|saturday|13|21|0|50|Bloomington|MN|""""",,
"|""""|iaculis|nascetur|07/28/2017|thursday|8|16|0|10|Bloomington|MN|""""",,
"|""""|convallis|Morbi|08/24/2017|wednesday|10|16|0|5|Lincoln|NE|""""",,
"|""""|scelerisque|ante","|02/21/2018|friday|12|17|0|25|Tulsa|OK|""""",
"|""""|erat|dis|06/03/2016|sunday|20|10|0|10|Des Moines|IA|""""",,
"|""""|euismod|Mauris|08/01/2018|wednesday|10|15|0|50|Tacoma|WA|""""",,
"|""""|fames|vel|01/24/2016|sunday|20|15|0|10|Vancouver|WA|""""",,
"|""""|eu","|tellus|02/23/2016|monday|10|18|0|25|Bowling Green|KY|""""",
"|""""|congue|egestas|06/02/2016|sunday|18|15|0|5|Colorado Springs|CO|""""",,
"|""""|in","|mi|03/04/2019|thursday|18|22|0|5|Cheyenne|WY|""""",
"|""""|vulputate|pede.|08/01/2017|thursday|16|13|0|10|Birmingham|AL|""""",,
"|""""|pede.|et|03/14/2017|tuesday|12|11|0|5|Harrisburg|PA|""""",,
"|""""|interdum.|eget|02/03/2019|monday|9|14|0|50|Rutland|VT|""""",,
"|""""|Etiam|consequat|01/12/2018|saturday|11|12|0|5|Augusta|GA|""""",,
"|""""|diam|convallis|11/04/2017|saturday|14|14|0|25|Lafayette|LA|""""",,
"|""""|interdum|interdum|02/19/2018|saturday|16|20|0|5|Evansville|IN|""""",,
"|""""|euismod|enim|04/01/2017|sunday|10|12|0|10|Denver|CO|""""",,
"|""""|aliquam|Nulla|10/05/2017|wednesday|20|11|0|10|Chandler|AZ|""""",,
"|""""|aliquet","|elit|07/23/2017|sunday|10|14|0|50|Mesa|AZ|""""",
"|""""|Donec|mus.|06/30/2016|monday|15|10|0|5|Gulfport|MS|""""",,
"|""""|ante.|elit|10/11/2017|sunday|19|21|0|25|Kapolei|HI|""""",,
"|""""|ornare","|egestas.|10/13/2018|saturday|8|21|0|5|Huntsville|AL|""""",
"|""""|dictum|lorem|02/20/2016|saturday|10|22|0|10|Aurora|IL|""""",,
"|""""|cursus|netus|04/18/2017|wednesday|16|19|0|50|Carson City|NV|""""",,
"|""""|felis|sodales|09/30/2018|tuesday|19|13|0|5|Cleveland|OH|""""",,
"|""""|magna|Phasellus|03/07/2017|monday|19|18|0|25|Portland|OR|""""",,
"|""""|Duis|Nunc|09/12/2018|saturday|12|11|0|5|Tulsa|OK|""""",,
"|""""|eu|eget","|02/25/2019|monday|15|21|0|50|Tallahassee|FL|""""",
"|""""|nec","|magna|07/19/2018|tuesday|11|9|0|5|Bowling Green|KY|""""",
"|""""|luctus|lobortis|02/12/2016|friday|17|22|0|25|San Antonio|TX|""""",,
"|""""|semper",|montes,"|12/17/2016|wednesday|20|16|0|10|Juneau|AK|"""""
"|""""|ut","|ligula.|03/07/2019|sunday|16|9|0|10|Frankfort|KY|""""",
"|""""|commodo|sodales|01/05/2019|wednesday|20|13|0|25|Fort Collins|CO|""""",,
"|""""|Maecenas|In|09/06/2016|monday|16|17|0|50|Portland|ME|""""",,
"|""""|pellentesque.|risus.|08/24/2018|sunday|17|9|0|50|Lewiston|ME|""""",,
"|""""|aliquam|eleifend|12/05/2016|monday|8|16|0|10|Springfield|IL|""""",,
"|""""|purus","|a|04/12/2016|wednesday|14|10|0|25|Olathe|KS|""""",
"|""""|dolor|nisi.|11/13/2018|wednesday|12|15|0|10|Columbus|OH|""""",,
"|""""|tincidunt|dolor|12/26/2016|tuesday|19|11|0|25|Phoenix|AZ|""""",,
"|""""|ipsum|erat.|11/17/2017|wednesday|16|11|0|5|Dover|DE|""""",,
"|""""|Sed|eget|08/10/2017|tuesday|19|22|0|10|Little Rock|AR|""""",,
"|""""|In|purus|08/03/2018|tuesday|19|11|0|5|Richmond|VA|""""",,
"|""""|vehicula|eget|02/28/2016|tuesday|11|19|0|50|Fort Worth|TX|""""",,
"|""""|semper","|lacinia|06/01/2017|sunday|15|16|0|50|Rochester|MN|""""",
"|""""|rutrum|dolor|12/16/2018|monday|18|22|0|50|Detroit|MI|""""",,
"|""""|nunc|vel|02/19/2016|sunday|13|18|0|25|Saint Paul|MN|""""",,
"|""""|libero|nunc|02/28/2017|thursday|16|16|0|5|Auburn|ME|""""",,
"|""""|faucibus|Proin|05/24/2016|thursday|8|16|0|10|Nashville|TN|""""",,
"|""""|Morbi|orci","|05/31/2016|thursday|12|9|0|10|Newark|DE|""""",
"|""""|nec|et|06/21/2017|sunday|17|13|0|50|Aurora|CO|""""",,
"|""""|Nulla|Quisque|02/08/2017|thursday|18|14|0|5|Green Bay|WI|""""",,
"|""""|Donec|eget|04/13/2019|sunday|15|15|0|10|Savannah|GA|""""",,
"|""""|orci",|ac,"|10/08/2017|saturday|10|14|0|25|Norman|OK|"""""
"|""""|diam.|massa.|01/02/2019|monday|12|19|0|25|Fairbanks|AK|""""",,
"|""""|et|Donec|08/18/2016|friday|11|17|0|50|Sacramento|CA|""""",,
"|""""|egestas|ut|07/29/2016|sunday|12|11|0|10|Great Falls|MT|""""",,
"|""""|commodo|orci|03/24/2016|saturday|9|16|0|10|Iowa City|IA|""""",,
"|""""|sed|amet|07/25/2017|friday|9|9|0|50|Springfield|MO|""""",,
"|""""|gravida|consequat","|12/15/2017|saturday|15|14|0|25|Fresno|CA|""""",
"|""""|nisl|Donec|03/09/2019|thursday|15|21|0|5|Harrisburg|PA|""""",,
"|""""|diam|lobortis|01/22/2018|friday|11|17|0|25|Baltimore|MD|""""",,
"|""""|fringilla|porttitor|01/02/2016|friday|9|20|0|5|Wyoming|WY|""""",,
"|""""|eleifend|lorem.|02/09/2018|friday|8|11|0|5|Colchester|VT|""""",,
"|""""|iaculis|in|02/11/2018|wednesday|11|10|0|25|Auburn|ME|""""",,
"|""""|Vivamus|quis","|02/01/2019|friday|15|11|0|5|Bridgeport|CT|""""",
"|""""|in|dolor.|11/28/2018|tuesday|13|21|0|5|Bozeman|MT|""""",,
"|""""|eget|Cras|05/29/2016|thursday|19|10|0|10|Augusta|ME|""""",,
"|""""|nec|cursus|03/11/2018|tuesday|13|14|0|5|Wilmington|DE|""""",,
"|""""|semper.|magna|11/24/2017|wednesday|11|20|0|25|Gary|IN|""""",,
"|""""|tellus|egestas|08/13/2016|monday|11|14|0|50|Salem|OR|""""",,
"|""""|amet","|diam|07/03/2016|monday|18|11|0|25|Salem|OR|""""",
"|""""|risus|nonummy|03/04/2019|sunday|15|15|0|25|Chattanooga|TN|""""",,
"|""""|auctor|commodo|03/26/2018|monday|16|17|0|5|Rockford|IL|""""",,
"|""""|luctus|quam|06/22/2017|wednesday|8|21|0|5|Minneapolis|MN|""""",,
"|""""|tortor","|est.|08/19/2017|sunday|20|9|0|5|Topeka|KS|""""",
"|""""|felis","|Morbi|05/24/2016|monday|15|12|0|50|Kaneohe|HI|""""",
"|""""|blandit|semper|09/11/2016|tuesday|16|20|0|5|Cleveland|OH|""""",,
"|""""|fermentum|ornare|04/07/2016|sunday|13|10|0|10|Fort Wayne|IN|""""",,
"|""""|ligula.|Ut|10/09/2016|tuesday|11|14|0|5|Los Angeles|CA|""""",,
"|""""|dictum|vestibulum|04/15/2017|friday|16|10|0|5|San Jose|CA|""""",,
"|""""|velit.|orci|02/06/2016|saturday|11|21|0|10|Casper|WY|""""",,
"|""""|molestie|dignissim|12/18/2016|friday|12|10|0|5|Boston|MA|""""",,
"|""""|neque.|Vivamus|03/23/2017|wednesday|9|11|0|5|Fort Smith|AR|""""",,
"|""""|non","|Pellentesque|04/21/2016|wednesday|14|14|0|25|Newport News|VA|""""",
"|""""|at","|eros|04/26/2017|friday|9|18|0|5|Wyoming|WY|""""",
"|""""|erat|sit|09/28/2018|tuesday|19|9|0|10|Mesa|AZ|""""",,
"|""""|porttitor|porttitor|12/21/2017|friday|19|20|0|50|Kenosha|WI|""""",,
"|""""|libero|et|01/13/2017|friday|10|14|0|5|San Diego|CA|""""",,
"|""""|tincidunt","|sed|02/17/2017|monday|16|14|0|50|Fresno|CA|""""",
"|""""|augue|magna.|12/07/2016|sunday|16|13|0|10|Milwaukee|WI|""""",,
"|""""|Phasellus|Cras|05/13/2018|monday|8|11|0|50|Oklahoma City|OK|""""",,
"|""""|non","|placerat.|09/22/2017|thursday|8|10|0|50|Sandy|UT|""""",
"|""""|risus|nunc|08/20/2018|sunday|9|14|0|25|Butte|MT|""""",,
"|""""|sed|mauris|10/30/2016|thursday|17|21|0|5|Colchester|VT|""""",,
"|""""|Aliquam|dolor|01/17/2017|monday|14|17|0|10|Southaven|MS|""""",,
"|""""|libero|cursus.|04/04/2019|tuesday|20|18|0|25|Boston|MA|""""",,
"|""""|eu|Etiam|12/14/2016|saturday|20|21|0|50|Virginia Beach|VA|""""",,
"|""""|imperdiet|eget","|04/22/2016|wednesday|14|15|0|10|Olathe|KS|""""",
"|""""|dictum|consectetuer|08/15/2018|monday|18|15|0|25|Missoula|MT|""""",,
"|""""|lectus.|nec|04/19/2017|thursday|15|17|0|5|Pittsburgh|PA|""""",,
"|""""|Nullam|dignissim|06/04/2017|tuesday|15|13|0|50|Portland|OR|""""",,
"|""""|vel|metus.|04/11/2018|tuesday|15|10|0|5|Grand Island|NE|""""",,
"|""""|congue|nec","|08/10/2017|tuesday|13|11|0|50|Racine|WI|""""",
"|""""|non|eros|06/17/2017|tuesday|15|22|0|50|Fairbanks|AK|""""",,
"|""""|eleifend|ac|07/19/2018|saturday|13|18|0|5|Reading|PA|""""",,
"|""""|dapibus|dui","|01/27/2017|sunday|12|22|0|25|Kailua|HI|""""",
"|""""|sit|Aliquam|02/04/2019|friday|16|19|0|25|Aurora|IL|""""",,
"|""""|lobortis|Etiam|01/19/2018|tuesday|17|15|0|50|Wichita|KS|""""",,
"|""""|neque|placerat.|08/09/2016|tuesday|18|18|0|50|Little Rock|AR|""""",,
"|""""|erat|posuere|07/02/2018|wednesday|12|20|0|5|Tucson|AZ|""""",,
"|""""|lobortis.|fermentum|11/03/2018|thursday|16|12|0|50|Butte|MT|""""",,
"|""""|Pellentesque|amet","|06/12/2016|thursday|16|12|0|5|Joliet|IL|""""",
"|""""|nulla.|velit|08/30/2016|wednesday|20|9|0|10|Glendale|AZ|""""",,
"|""""|rhoncus.|Donec|02/23/2019|monday|11|20|0|5|Bangor|ME|""""",,
"|""""|augue|nisl.|04/20/2017|sunday|9|11|0|25|Seattle|WA|""""",,
"|""""|semper|non","|04/26/2017|friday|18|9|0|10|Reno|NV|""""",
"|""""|nunc|sit|03/10/2018|friday|20|12|0|5|Kenosha|WI|""""",,
"|""""|Quisque|id","|01/05/2019|sunday|18|20|0|25|Provo|UT|""""",
"|""""|non|cursus|12/09/2017|saturday|13|16|0|10|Casper|WY|""""",,
"|""""|eleifend.|amet|09/23/2017|thursday|13|12|0|25|Casper|WY|""""",,
"|""""|molestie.|auctor","|08/31/2017|sunday|8|16|0|25|Stamford|CT|""""",
"|""""|Integer|est","|07/25/2018|tuesday|14|9|0|10|Little Rock|AR|""""",
"|""""|volutpat|egestas.|01/30/2018|friday|18|20|0|25|Lawton|OK|""""",,
"|""""|tincidunt|tristique|09/18/2016|monday|17|13|0|5|Pocatello|ID|""""",,
"|""""|dictum|non|07/25/2017|friday|9|9|0|50|San Antonio|TX|""""",,
"|""""|Morbi|risus.|08/12/2017|monday|20|9|0|5|Ketchikan|AK|""""",,
"|""""|mus.|tincidunt|03/14/2017|wednesday|16|19|0|10|Little Rock|AR|""""",,
"|""""|non|eget|05/24/2018|thursday|16|11|0|25|Boise|ID|""""",,
"|""""|eu","|hendrerit|02/10/2016|tuesday|13|17|0|10|Virginia Beach|VA|""""",
"|""""|Nulla|ipsum|02/09/2019|sunday|11|19|0|50|New Orleans|LA|""""",,
"|""""|semper|Nullam|03/07/2019|tuesday|12|16|0|10|Reno|NV|""""",,
"|""""|blandit|Duis|11/21/2016|wednesday|11|12|0|10|Boise|ID|""""",,
"|""""|montes","|vel|12/01/2018|sunday|8|13|0|10|Racine|WI|""""",
"|""""|lectus.|Curabitur|10/03/2016|saturday|12|16|0|10|Jackson|MS|""""",,
"|""""|dictum.|auctor","|01/07/2017|thursday|9|10|0|25|Baltimore|MD|""""",
"|""""|mattis|dui|11/13/2016|thursday|12|11|0|10|Eugene|OR|""""",,
"|""""|pede.|nec|11/30/2016|wednesday|16|22|0|5|Boise|ID|""""",,
"|""""|viverra.|sed|02/08/2017|wednesday|14|9|0|25|St. Petersburg|FL|""""",,
"|""""|Vivamus|Cras|04/18/2018|friday|16|10|0|10|Stamford|CT|""""",,
"|""""|Suspendisse|lobortis|06/24/2016|wednesday|19|13|0|5|Anchorage|AK|""""",,
"|""""|elit.|mus.|06/01/2016|friday|10|21|0|10|Bellevue|WA|""""",,
"|""""|egestas|enim","|03/28/2016|monday|12|22|0|5|Mobile|AL|""""",
"|""""|turpis|at|08/22/2016|monday|13|19|0|50|Missoula|MT|""""",,
"|""""|Cum|velit.|03/21/2016|tuesday|20|10|0|50|Milwaukee|WI|""""",,
"|""""|parturient|Donec|09/28/2016|monday|18|15|0|10|New Haven|CT|""""",,
"|""""|molestie|cursus|08/17/2018|wednesday|10|10|0|25|Lakewood|CO|""""",,
"|""""|massa|eget|02/13/2018|monday|16|18|0|50|Norman|OK|""""",,
"|""""|mauris|bibendum.|04/02/2017|tuesday|12|12|0|5|Rochester|MN|""""",,
"|""""|sem|non|11/01/2018|wednesday|12|20|0|25|Olathe|KS|""""",,
"|""""|varius|metus.|10/10/2017|wednesday|17|17|0|50|College|AK|""""",,
"|""""|risus.|in|10/19/2018|friday|11|18|0|5|Casper|WY|""""",,
"|""""|malesuada|gravida.|12/05/2018|wednesday|14|10|0|25|St. Petersburg|FL|""""",,
"|""""|fermentum|sollicitudin|11/21/2016|monday|17|16|0|25|South Burlington|VT|""""",,
"|""""|at|consequat","|04/29/2016|wednesday|14|13|0|25|Southaven|MS|""""",
"|""""|velit.|augue|01/30/2019|monday|9|9|0|10|Gary|IN|""""",,
"|""""|mollis.|Aenean|10/17/2017|thursday|17|20|0|50|Fort Smith|AR|""""",,
"|""""|mauris.|condimentum|04/02/2018|sunday|16|20|0|25|South Burlington|VT|""""",,
"|""""|Donec|amet","|04/13/2019|tuesday|17|13|0|10|Tuscaloosa|AL|""""",
"|""""|vehicula|consequat|09/23/2016|thursday|13|16|0|25|Fairbanks|AK|""""",,
"|""""|magna",|eu,"|08/25/2016|saturday|20|14|0|50|Kearney|NE|"""""
"|""""|libero|iaculis|02/11/2016|wednesday|13|19|0|50|Sandy|UT|""""",,
"|""""|et|amet|09/17/2016|thursday|20|14|0|10|North Las Vegas|NV|""""",,
"|""""|diam.|morbi|08/30/2018|wednesday|14|21|0|5|Kenosha|WI|""""",,
"|""""|elit.|amet|01/14/2016|friday|15|22|0|5|Pike Creek|DE|""""",,
"|""""|vehicula|risus.|03/26/2016|sunday|8|15|0|10|Omaha|NE|""""",,
"|""""|nulla.|dolor.|06/07/2017|sunday|16|13|0|25|Hillsboro|OR|""""",,
"|""""|Curabitur|montes","|05/28/2018|thursday|19|19|0|10|Fort Wayne|IN|""""",
"|""""|primis|et","|11/28/2016|saturday|19|21|0|5|Great Falls|MT|""""",
"|""""|Integer|consectetuer","|02/14/2018|wednesday|9|19|0|5|Mesa|AZ|""""",
"|""""|malesuada|eros|10/18/2016|thursday|8|17|0|50|Tacoma|WA|""""",,
"|""""|eu|fringilla|07/02/2017|thursday|19|13|0|50|Tuscaloosa|AL|""""",,
"|""""|augue|risus.|05/26/2017|friday|15|12|0|25|Rockville|MD|""""",,
"|""""|imperdiet|elementum","|05/05/2017|sunday|18|21|0|50|Erie|PA|""""",
"|""""|ac|In|09/30/2017|saturday|10|19|0|5|Ketchikan|AK|""""",,
"|""""|Integer|tempor|06/01/2016|sunday|11|20|0|10|Cambridge|MA|""""",,
"|""""|lacus.|et|06/26/2016|thursday|14|13|0|10|Allentown|PA|""""",,
"|""""|magna|Cras|02/04/2017|friday|11|10|0|5|Detroit|MI|""""",,
"|""""|ac|tincidunt|01/25/2019|wednesday|14|21|0|10|Shreveport|LA|""""",,
"|""""|at","|Cras|04/22/2016|sunday|11|9|0|25|Austin|TX|""""",
"|""""|magna.|eu|09/22/2018|saturday|10|20|0|10|Augusta|ME|""""",,
"|""""|metus|molestie|11/29/2018|monday|19|12|0|10|Pike Creek|DE|""""",,
"|""""|taciti|nunc|05/18/2016|thursday|20|11|0|25|Dover|DE|""""",,
"|""""|vulputate",|tincidunt,"|11/15/2018|tuesday|20|17|0|50|Pike Creek|DE|"""""
"|""""|primis|orci","|09/05/2018|saturday|10|18|0|5|Olympia|WA|""""",
"|""""|egestas|ridiculus|08/16/2016|wednesday|16|12|0|50|Nampa|ID|""""",,
"|""""|augue.|ante|08/11/2016|sunday|11|19|0|50|Annapolis|MD|""""",,
"|""""|erat|accumsan|07/18/2016|friday|19|12|0|5|Baltimore|MD|""""",,
"|""""|Nunc|dolor.|12/02/2016|sunday|17|18|0|5|Paradise|NV|""""",,
"|""""|neque.|eu|11/14/2016|saturday|12|10|0|25|Joliet|IL|""""",,
"|""""|pede|fringilla|08/05/2016|tuesday|19|16|0|5|Flint|MI|""""",,
"|""""|et","|enim|05/07/2017|sunday|10|20|0|10|Sacramento|CA|""""",
"|""""|nec|In|04/01/2017|saturday|9|14|0|5|Reading|PA|""""",,
"|""""|dolor|sapien|09/19/2017|saturday|12|15|0|25|New Orleans|LA|""""",,
"|""""|Nulla|nec","|06/03/2017|thursday|8|16|0|10|Columbia|MD|""""",
"|""""|metus.|mauris|01/24/2017|tuesday|8|11|0|25|Milwaukee|WI|""""",,
"|""""|enim","|tellus|02/09/2016|monday|9|19|0|10|Tampa|FL|""""",
"|""""|mollis|nisi.|02/22/2017|thursday|20|21|0|5|Meridian|ID|""""",,
"|""""|aliquet|Maecenas|02/26/2017|monday|14|13|0|50|Rochester|MN|""""",,
"|""""|neque.|eu|12/30/2018|saturday|13|10|0|10|Idaho Falls|ID|""""",,
"|""""|at",|lobortis,"|12/22/2018|thursday|8|11|0|25|Chesapeake|VA|"""""
"|""""|nibh|fermentum|11/08/2018|friday|14|22|0|50|Virginia Beach|VA|""""",,
"|""""|euismod|eu|07/28/2017|friday|13|15|0|10|Great Falls|MT|""""",,
"|""""|quis",|a,"|07/13/2016|wednesday|18|10|0|25|Nampa|ID|"""""
"|""""|mi.|Praesent|03/05/2017|sunday|10|16|0|10|Philadelphia|PA|""""",,
"|""""|vitae|felis|07/07/2017|thursday|11|16|0|5|Wyoming|WY|""""",,
"|""""|enim","|molestie|12/15/2017|thursday|14|12|0|50|Reading|PA|""""",
"|""""|urna.|semper","|11/27/2017|monday|9|21|0|25|Tacoma|WA|""""",
"|""""|eleifend.|nec|05/18/2016|tuesday|9|22|0|5|Harrisburg|PA|""""",,
"|""""|magna.|sem|04/16/2017|sunday|9|22|0|5|Cheyenne|WY|""""",,
"|""""|fermentum|vehicula|12/29/2017|saturday|15|9|0|5|Waterbury|CT|""""",,
"|""""|ornare.|vitae","|11/23/2016|saturday|9|9|0|25|Stamford|CT|""""",
"|""""|risus.|aliquet|10/01/2017|wednesday|10|15|0|25|Fairbanks|AK|""""",,
"|""""|ut","|velit|06/04/2017|saturday|12|14|0|50|Austin|TX|""""",
"|""""|iaculis|venenatis|02/21/2019|saturday|16|19|0|10|Seattle|WA|""""",,
"|""""|vestibulum",|ut,"|03/31/2018|tuesday|12|15|0|50|Broken Arrow|OK|"""""
"|""""|magna|sagittis.|12/09/2018|sunday|10|21|0|10|Des Moines|IA|""""",,
"|""""|Fusce|Etiam|10/20/2017|friday|12|16|0|25|Evansville|IN|""""",,
"|""""|nulla.|nisl.|02/11/2019|tuesday|16|17|0|10|Akron|OH|""""",,
"|""""|non","|cubilia|07/31/2016|saturday|11|19|0|50|Bangor|ME|""""",
"|""""|volutpat.|montes","|07/07/2016|saturday|12|13|0|25|Newport News|VA|""""",
"|""""|Donec|convallis|04/10/2016|tuesday|12|13|0|5|Kansas City|KS|""""",,
"|""""|nisi|Mauris|04/12/2019|friday|15|21|0|25|Provo|UT|""""",,
"|""""|diam.|sed","|01/31/2018|sunday|20|12|0|25|Flint|MI|""""",
"|""""|et|lorem","|03/01/2019|thursday|16|10|0|50|Clarksville|TN|""""",
"|""""|Suspendisse|erat|09/18/2016|saturday|18|12|0|5|Southaven|MS|""""",,
"|""""|turpis|Quisque|08/29/2017|monday|18|19|0|10|Fresno|CA|""""",,
"|""""|convallis|amet","|12/10/2016|saturday|16|16|0|25|Great Falls|MT|""""",
"|""""|nonummy.|quam","|10/08/2016|friday|15|10|0|10|Cincinnati|OH|""""",
"|""""|dolor.|sit|11/13/2016|monday|12|13|0|5|Salt Lake City|UT|""""",,
"|""""|quis|posuere","|04/01/2017|saturday|8|19|0|50|Springdale|AR|""""",
"|""""|elit|massa.|07/24/2016|thursday|12|22|0|50|Tucson|AZ|""""",,
"|""""|dolor","|gravida|07/02/2016|tuesday|13|15|0|5|Honolulu|HI|""""",
"|""""|volutpat.|lorem|04/22/2018|thursday|16|9|0|5|Dallas|TX|""""",,
"|""""|blandit|ullamcorper","|08/17/2016|wednesday|14|11|0|25|Grand Island|NE|""""",
"|""""|Pellentesque|fermentum|01/05/2018|tuesday|11|15|0|5|Kaneohe|HI|""""",,
"|""""|eu|amet","|01/17/2016|sunday|8|12|0|25|Lexington|KY|""""",
"|""""|consequat|semper","|03/05/2016|friday|18|12|0|5|Toledo|OH|""""",
"|""""|montes","|vel|10/06/2017|tuesday|20|13|0|25|Frederick|MD|""""",
"|""""|non","|commodo|01/14/2019|thursday|18|19|0|5|Saint Paul|MN|""""",
"|""""|volutpat|ligula.|12/13/2018|tuesday|17|19|0|10|Chesapeake|VA|""""",,
"|""""|neque.|cubilia|07/25/2018|thursday|14|11|0|25|Southaven|MS|""""",,
"|""""|sit|egestas.|03/11/2019|tuesday|17|16|0|25|Omaha|NE|""""",,
"|""""|mauris|ornare","|03/08/2019|wednesday|12|20|0|25|Owensboro|KY|""""",
"|""""|Suspendisse|odio|12/16/2018|tuesday|13|18|0|50|Kapolei|HI|""""",,
"|""""|ipsum|gravida|04/20/2016|friday|15|19|0|10|Tacoma|WA|""""",,
"|""""|pede.|nibh.|11/19/2017|tuesday|8|14|0|50|Nashville|TN|""""",,
"|""""|Nullam|semper","|07/18/2016|monday|8|15|0|10|San Jose|CA|""""",
"|""""|lobortis|non","|09/13/2018|tuesday|17|11|0|50|Pittsburgh|PA|""""",
"|""""|montes",|tincidunt,"|01/06/2016|wednesday|14|13|0|25|Sterling Heights|MI|"""""
"|""""|consectetuer|sagittis|06/28/2016|tuesday|16|18|0|5|Billings|MT|""""",,
"|""""|tincidunt|Duis|11/01/2016|monday|11|18|0|50|Fort Collins|CO|""""",,
"|""""|in|ac|10/11/2017|tuesday|10|13|0|5|Fort Smith|AR|""""",,
"|""""|cursus.|Donec|03/08/2017|wednesday|18|16|0|50|Warren|MI|""""",,
"|""""|varius.|tempor|07/23/2017|sunday|8|18|0|10|Pike Creek|DE|""""",,
"|""""|luctus|volutpat|08/03/2017|monday|13|9|0|50|Fort Worth|TX|""""",,
"|""""|sociis|In|12/04/2018|tuesday|13|9|0|50|Atlanta|GA|""""",,
"|""""|vehicula|dui.|03/17/2018|friday|16|20|0|10|Philadelphia|PA|""""",,
"|""""|in|tincidunt|04/20/2016|thursday|9|9|0|50|Waterbury|CT|""""",,
"|""""|mauris|lacus.|09/22/2018|thursday|15|13|0|10|San Francisco|CA|""""",,
"|""""|odio","|tempor|02/12/2019|saturday|19|15|0|5|Montpelier|VT|""""",
